Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-STATUS-ID (exp),ENA-STATUS-ID (run),environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,sample_name,scientific_name,SRA Study,Submitter_Id
ERR15204992,WGS,268,5043906620,PRJEB91891,SAMEA118675393,hospital [ENVO:00002173],2245968084,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610701,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:39:00Z,1,SAMEA118675393,AS_7979_65,human feces metagenome,ERP174821,AS_7979_65
ERR15204993,WGS,268,5920139819,PRJEB91891,SAMEA118675394,hospital [ENVO:00002173],2614652260,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610702,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:57:00Z,1,SAMEA118675394,AS_7979_66,human feces metagenome,ERP174821,AS_7979_66
ERR15204994,WGS,268,4354143380,PRJEB91891,SAMEA118675395,hospital [ENVO:00002173],1920626675,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610703,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T00:43:00Z,1,SAMEA118675395,AS_7979_67,human feces metagenome,ERP174821,AS_7979_67
ERR15204995,WGS,268,5270385492,PRJEB91891,SAMEA118675389,hospital [ENVO:00002173],2350108258,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610704,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:19:00Z,1,SAMEA118675389,AS_7979_68,human feces metagenome,ERP174821,AS_7979_68
ERR15204996,WGS,268,5874861720,PRJEB91891,SAMEA118675396,hospital [ENVO:00002173],2591549579,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610705,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:38:00Z,1,SAMEA118675396,AS_7979_69,human feces metagenome,ERP174821,AS_7979_69
ERR15204997,WGS,268,5554294727,PRJEB91891,SAMEA118675329,hospital [ENVO:00002173],2432641073,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610706,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:40:00Z,1,SAMEA118675329,AS_7979_6,human feces metagenome,ERP174821,AS_7979_6
ERR15204998,WGS,268,5499800939,PRJEB91891,SAMEA118675397,hospital [ENVO:00002173],2402925827,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610707,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T19:00:00Z,1,SAMEA118675397,AS_7979_70,human feces metagenome,ERP174821,AS_7979_70
ERR15204999,WGS,268,5411080268,PRJEB91891,SAMEA118675400,hospital [ENVO:00002173],2419547704,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610708,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-30T15:01:00Z,1,SAMEA118675400,AS_7979_71,human feces metagenome,ERP174821,AS_7979_71
ERR15205003,WGS,268,6305633383,PRJEB91891,SAMEA118675402,hospital [ENVO:00002173],2794792983,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610712,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:59:00Z,1,SAMEA118675402,AS_7979_72,human feces metagenome,ERP174821,AS_7979_72
ERR15205004,WGS,268,5211371638,PRJEB91891,SAMEA118675403,hospital [ENVO:00002173],2317713960,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610713,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:33:00Z,1,SAMEA118675403,AS_7979_73,human feces metagenome,ERP174821,AS_7979_73
ERR15205005,WGS,267,7151831873,PRJEB91891,SAMEA118675398,hospital [ENVO:00002173],3256909247,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610714,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-30T15:02:00Z,1,SAMEA118675398,AS_7979_74,human feces metagenome,ERP174821,AS_7979_74
ERR15205006,WGS,268,5091533152,PRJEB91891,SAMEA118675399,hospital [ENVO:00002173],2253988497,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610715,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:56:00Z,1,SAMEA118675399,AS_7979_75,human feces metagenome,ERP174821,AS_7979_75
ERR15205007,WGS,268,3997703247,PRJEB91891,SAMEA118675401,hospital [ENVO:00002173],1768645614,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610716,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T23:42:00Z,1,SAMEA118675401,AS_7979_76,human feces metagenome,ERP174821,AS_7979_76
ERR15205008,WGS,268,5545276838,PRJEB91891,SAMEA118675404,hospital [ENVO:00002173],2444539814,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610717,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:19:00Z,1,SAMEA118675404,AS_7979_77,human feces metagenome,ERP174821,AS_7979_77
ERR15205009,WGS,268,4385393800,PRJEB91891,SAMEA118675405,hospital [ENVO:00002173],1946300854,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610718,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T23:43:00Z,1,SAMEA118675405,AS_7979_78,human feces metagenome,ERP174821,AS_7979_78
ERR15205010,WGS,268,5068029824,PRJEB91891,SAMEA118675407,hospital [ENVO:00002173],2224104313,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610719,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:37:00Z,1,SAMEA118675407,AS_7979_79,human feces metagenome,ERP174821,AS_7979_79
ERR15205011,WGS,268,4651291311,PRJEB91891,SAMEA118675330,hospital [ENVO:00002173],2070947517,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610720,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:38:00Z,1,SAMEA118675330,AS_7979_7,human feces metagenome,ERP174821,AS_7979_7
ERR15205012,WGS,268,4294518719,PRJEB91891,SAMEA118675410,hospital [ENVO:00002173],1888914826,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610721,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:21:00Z,1,SAMEA118675410,AS_7979_80,human feces metagenome,ERP174821,AS_7979_80
ERR15205013,WGS,268,4756986118,PRJEB91891,SAMEA118675411,hospital [ENVO:00002173],2124455439,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610722,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T00:13:00Z,1,SAMEA118675411,AS_7979_81,human feces metagenome,ERP174821,AS_7979_81
ERR15205014,WGS,268,4633774580,PRJEB91891,SAMEA118675406,hospital [ENVO:00002173],2034955971,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610723,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:57:00Z,1,SAMEA118675406,AS_7979_82,human feces metagenome,ERP174821,AS_7979_82
ERR15205015,WGS,268,5227706307,PRJEB91891,SAMEA118675408,hospital [ENVO:00002173],2305645855,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610724,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:22:00Z,1,SAMEA118675408,AS_7979_83,human feces metagenome,ERP174821,AS_7979_83
ERR15205016,WGS,268,5337664550,PRJEB91891,SAMEA118675409,hospital [ENVO:00002173],2374899036,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610725,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:34:00Z,1,SAMEA118675409,AS_7979_84,human feces metagenome,ERP174821,AS_7979_84
ERR15205053,WGS,268,5187571336,PRJEB91891,SAMEA118675412,hospital [ENVO:00002173],2279853369,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610744,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-30T14:58:00Z,1,SAMEA118675412,AS_7979_85,human feces metagenome,ERP174821,AS_7979_85
ERR15205054,WGS,268,5711017280,PRJEB91891,SAMEA118675414,hospital [ENVO:00002173],2594619706,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610745,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:37:00Z,1,SAMEA118675414,AS_7979_86,human feces metagenome,ERP174821,AS_7979_86
ERR15205055,WGS,268,4441699178,PRJEB91891,SAMEA118675416,hospital [ENVO:00002173],1992585289,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610746,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T23:42:00Z,1,SAMEA118675416,AS_7979_87,human feces metagenome,ERP174821,AS_7979_87
ERR15205056,WGS,268,4107450883,PRJEB91891,SAMEA118675417,hospital [ENVO:00002173],1816371545,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610747,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:58:00Z,1,SAMEA118675417,AS_7979_88,human feces metagenome,ERP174821,AS_7979_88
ERR15205057,WGS,268,5732803620,PRJEB91891,SAMEA118675413,hospital [ENVO:00002173],2564965894,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610748,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T18:31:00Z,1,SAMEA118675413,AS_7979_89,human feces metagenome,ERP174821,AS_7979_89
ERR15205058,WGS,268,3923530706,PRJEB91891,SAMEA118675331,hospital [ENVO:00002173],1732692986,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610749,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:37:00Z,1,SAMEA118675331,AS_7979_8,human feces metagenome,ERP174821,AS_7979_8
ERR15205059,WGS,268,603451442,PRJEB91891,SAMEA118675415,hospital [ENVO:00002173],269283513,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2019,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610750,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T23:39:00Z,1,SAMEA118675415,AS_7979_90,human feces metagenome,ERP174821,AS_7979_90
ERR15205060,WGS,268,5318042451,PRJEB91891,SAMEA118675418,hospital [ENVO:00002173],2359302335,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610751,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:57:00Z,1,SAMEA118675418,AS_7979_91,human feces metagenome,ERP174821,AS_7979_91
ERR15205061,WGS,268,670531217,PRJEB91891,SAMEA118675420,hospital [ENVO:00002173],303395436,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2020,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610752,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:28:00Z,1,SAMEA118675420,AS_7979_92,human feces metagenome,ERP174821,AS_7979_92
ERR15205062,WGS,266,5723756,PRJEB91891,SAMEA118675422,hospital [ENVO:00002173],2559589,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2020,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610753,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T23:39:00Z,1,SAMEA118675422,AS_7979_93,human feces metagenome,ERP174821,AS_7979_93
ERR15205063,WGS,268,4023882024,PRJEB91891,SAMEA118675419,hospital [ENVO:00002173],1814268836,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2020,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610754,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:22:00Z,1,SAMEA118675419,AS_7979_94,human feces metagenome,ERP174821,AS_7979_94
ERR15205064,WGS,267,5239724119,PRJEB91891,SAMEA118675421,hospital [ENVO:00002173],2443499802,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2020,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610755,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T18:29:00Z,1,SAMEA118675421,AS_7979_95,human feces metagenome,ERP174821,AS_7979_95
ERR15205065,WGS,267,4850949663,PRJEB91891,SAMEA118675423,hospital [ENVO:00002173],2209289518,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610756,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:38:00Z,1,SAMEA118675423,AS_7979_96,human feces metagenome,ERP174821,AS_7979_96
ERR15205066,WGS,267,5493739639,PRJEB91891,SAMEA118675425,hospital [ENVO:00002173],2499167754,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2020,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610757,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:20:00Z,1,SAMEA118675425,AS_7979_97,human feces metagenome,ERP174821,AS_7979_97
ERR15205067,WGS,267,4171243367,PRJEB91891,SAMEA118675426,hospital [ENVO:00002173],1903817832,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2020,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610758,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:57:00Z,1,SAMEA118675426,AS_7979_98,human feces metagenome,ERP174821,AS_7979_98
