Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-STATUS-ID (exp),ENA-STATUS-ID (run),environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,sample_name,scientific_name,SRA Study,Submitter_Id
ERR15204954,WGS,268,4047402221,PRJEB91891,SAMEA118675350,hospital [ENVO:00002173],1800764493,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610663,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:36:00Z,1,SAMEA118675350,AS_7979_27,human feces metagenome,ERP174821,AS_7979_27
ERR15204955,WGS,268,5024189757,PRJEB91891,SAMEA118675351,hospital [ENVO:00002173],2251592445,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610664,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:39:00Z,1,SAMEA118675351,AS_7979_28,human feces metagenome,ERP174821,AS_7979_28
ERR15204956,WGS,268,4043744562,PRJEB91891,SAMEA118675352,hospital [ENVO:00002173],1798086474,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610665,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:56:00Z,1,SAMEA118675352,AS_7979_29,human feces metagenome,ERP174821,AS_7979_29
ERR15204957,WGS,268,6263425140,PRJEB91891,SAMEA118675362,hospital [ENVO:00002173],2796268733,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2014,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610666,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T19:30:00Z,1,SAMEA118675362,AS_7979_2,human feces metagenome,ERP174821,AS_7979_2
ERR15204958,WGS,268,4905356748,PRJEB91891,SAMEA118675353,hospital [ENVO:00002173],2181960622,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610667,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T18:30:00Z,1,SAMEA118675353,AS_7979_30,human feces metagenome,ERP174821,AS_7979_30
ERR15204960,WGS,268,5726664621,PRJEB91891,SAMEA118675355,hospital [ENVO:00002173],2570961076,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610669,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:34:00Z,1,SAMEA118675355,AS_7979_31,human feces metagenome,ERP174821,AS_7979_31
ERR15204961,WGS,268,4141004319,PRJEB91891,SAMEA118675357,hospital [ENVO:00002173],1859579009,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610670,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:22:00Z,1,SAMEA118675357,AS_7979_32,human feces metagenome,ERP174821,AS_7979_32
ERR15204962,WGS,268,4705021467,PRJEB91891,SAMEA118675358,hospital [ENVO:00002173],2093351615,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610671,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:47:00Z,1,SAMEA118675358,AS_7979_33,human feces metagenome,ERP174821,AS_7979_33
ERR15204963,WGS,267,4892010154,PRJEB91891,SAMEA118675354,hospital [ENVO:00002173],2235444075,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610672,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:56:00Z,1,SAMEA118675354,AS_7979_34,human feces metagenome,ERP174821,AS_7979_34
ERR15204964,WGS,267,3776490852,PRJEB91891,SAMEA118675356,hospital [ENVO:00002173],1692169906,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610673,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T00:42:00Z,1,SAMEA118675356,AS_7979_35,human feces metagenome,ERP174821,AS_7979_35
ERR15204965,WGS,268,5792070222,PRJEB91891,SAMEA118675359,hospital [ENVO:00002173],2546104924,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610674,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:38:00Z,1,SAMEA118675359,AS_7979_36,human feces metagenome,ERP174821,AS_7979_36
ERR15204966,WGS,268,4790962182,PRJEB91891,SAMEA118675360,hospital [ENVO:00002173],2134108018,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610675,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:35:00Z,1,SAMEA118675360,AS_7979_37,human feces metagenome,ERP174821,AS_7979_37
ERR15204967,WGS,266,74735604,PRJEB91891,SAMEA118675365,hospital [ENVO:00002173],34319563,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610676,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:26:00Z,1,SAMEA118675365,AS_7979_38,human feces metagenome,ERP174821,AS_7979_38
ERR15204968,WGS,268,3511166709,PRJEB91891,SAMEA118675366,hospital [ENVO:00002173],1567407063,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610677,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T18:29:00Z,1,SAMEA118675366,AS_7979_39,human feces metagenome,ERP174821,AS_7979_39
ERR15204969,WGS,268,5145615639,PRJEB91891,SAMEA118675363,hospital [ENVO:00002173],2249649828,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2014,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610678,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-30T14:58:00Z,1,SAMEA118675363,AS_7979_3,human feces metagenome,ERP174821,AS_7979_3
ERR15204970,WGS,267,1338622330,PRJEB91891,SAMEA118675367,hospital [ENVO:00002173],603907700,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610679,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:28:00Z,1,SAMEA118675367,AS_7979_40,human feces metagenome,ERP174821,AS_7979_40
ERR15204971,WGS,268,245933663,PRJEB91891,SAMEA118675368,hospital [ENVO:00002173],109453538,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610680,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:27:00Z,1,SAMEA118675368,AS_7979_41,human feces metagenome,ERP174821,AS_7979_41
ERR15204972,WGS,268,2655168449,PRJEB91891,SAMEA118675369,hospital [ENVO:00002173],1187383662,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610681,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:33:00Z,1,SAMEA118675369,AS_7979_42,human feces metagenome,ERP174821,AS_7979_42
ERR15204973,WGS,268,2397239187,PRJEB91891,SAMEA118675370,hospital [ENVO:00002173],1085880806,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610682,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:53:00Z,1,SAMEA118675370,AS_7979_43,human feces metagenome,ERP174821,AS_7979_43
ERR15204974,WGS,268,5401147774,PRJEB91891,SAMEA118675371,hospital [ENVO:00002173],2389748196,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2016,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610683,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:18:00Z,1,SAMEA118675371,AS_7979_44,human feces metagenome,ERP174821,AS_7979_44
ERR15204975,WGS,268,4332131914,PRJEB91891,SAMEA118675373,hospital [ENVO:00002173],1922784384,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610684,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:20:00Z,1,SAMEA118675373,AS_7979_45,human feces metagenome,ERP174821,AS_7979_45
ERR15204976,WGS,268,6358380432,PRJEB91891,SAMEA118675375,hospital [ENVO:00002173],2797745652,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610685,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T22:00:00Z,1,SAMEA118675375,AS_7979_46,human feces metagenome,ERP174821,AS_7979_46
ERR15204977,WGS,268,5269280126,PRJEB91891,SAMEA118675377,hospital [ENVO:00002173],2332540777,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610686,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-30T14:58:00Z,1,SAMEA118675377,AS_7979_47,human feces metagenome,ERP174821,AS_7979_47
ERR15204978,WGS,268,2512103121,PRJEB91891,SAMEA118675378,hospital [ENVO:00002173],1119694259,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610687,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:56:00Z,1,SAMEA118675378,AS_7979_48,human feces metagenome,ERP174821,AS_7979_48
ERR15204979,WGS,268,4573827257,PRJEB91891,SAMEA118675372,hospital [ENVO:00002173],2036548333,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610688,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:35:00Z,1,SAMEA118675372,AS_7979_49,human feces metagenome,ERP174821,AS_7979_49
ERR15204980,WGS,268,4998236637,PRJEB91891,SAMEA118675364,hospital [ENVO:00002173],2257146077,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610689,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T18:31:00Z,1,SAMEA118675364,AS_7979_4,human feces metagenome,ERP174821,AS_7979_4
ERR15204981,WGS,268,5071413707,PRJEB91891,SAMEA118675376,hospital [ENVO:00002173],2245934235,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610690,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T23:42:00Z,1,SAMEA118675376,AS_7979_51,human feces metagenome,ERP174821,AS_7979_51
ERR15204982,WGS,268,4268341303,PRJEB91891,SAMEA118675379,hospital [ENVO:00002173],1895860634,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610691,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T00:43:00Z,1,SAMEA118675379,AS_7979_52,human feces metagenome,ERP174821,AS_7979_52
ERR15204983,WGS,267,3821332572,PRJEB91891,SAMEA118675383,hospital [ENVO:00002173],1712510929,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610692,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:37:00Z,1,SAMEA118675383,AS_7979_55,human feces metagenome,ERP174821,AS_7979_55
ERR15204984,WGS,267,4493069155,PRJEB91891,SAMEA118675386,hospital [ENVO:00002173],2020392101,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610693,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:59:00Z,1,SAMEA118675386,AS_7979_57,human feces metagenome,ERP174821,AS_7979_57
ERR15204985,WGS,268,4060803757,PRJEB91891,SAMEA118675382,hospital [ENVO:00002173],1812935477,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610694,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:18:00Z,1,SAMEA118675382,AS_7979_58,human feces metagenome,ERP174821,AS_7979_58
ERR15204986,WGS,268,4191402647,PRJEB91891,SAMEA118675384,hospital [ENVO:00002173],1867057454,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610695,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T18:29:00Z,1,SAMEA118675384,AS_7979_59,human feces metagenome,ERP174821,AS_7979_59
ERR15204987,WGS,268,3951405396,PRJEB91891,SAMEA118675328,hospital [ENVO:00002173],1757071988,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2015,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610696,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:33:00Z,1,SAMEA118675328,AS_7979_5,human feces metagenome,ERP174821,AS_7979_5
ERR15204988,WGS,266,3862390831,PRJEB91891,SAMEA118675387,hospital [ENVO:00002173],1700719670,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610697,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:56:00Z,1,SAMEA118675387,AS_7979_60,human feces metagenome,ERP174821,AS_7979_60
ERR15204989,WGS,268,6605673693,PRJEB91891,SAMEA118675390,hospital [ENVO:00002173],2992537729,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610698,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-28T06:22:00Z,1,SAMEA118675390,AS_7979_62,human feces metagenome,ERP174821,AS_7979_62
ERR15204990,WGS,268,4916148163,PRJEB91891,SAMEA118675391,hospital [ENVO:00002173],2163153076,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610699,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T21:57:00Z,1,SAMEA118675391,AS_7979_63,human feces metagenome,ERP174821,AS_7979_63
ERR15204991,WGS,268,5484619919,PRJEB91891,SAMEA118675392,hospital [ENVO:00002173],2418076338,LEIBNIZ INSTITUTE FOR IMMUNOTHERAPY,2018,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2025-07-25,2025-07-25,2025-07-25,4,4,fecal material [ENVO:00002003],ERX14610700,Austria,Europe,Austria,47.07,15.45,LIT,public,Illumina NovaSeq X,PAIRED,unspecified,METAGENOMIC,fecal environment [ENVO:01001029],human feces metagenome,ILLUMINA,Metagenome_allo-SCT_FMT,2025-07-27T00:00:00Z,2025-07-27T17:35:00Z,1,SAMEA118675392,AS_7979_64,human feces metagenome,ERP174821,AS_7979_64
