Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample_label,Sample Name,SRA Study
SRR31961486,WGS,262,3186036739,PRJNA1209112,SAMN46207508,Metagenome or environmental,897285741,RASHIDILAB,not applicable,public,"sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27316865,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A026_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:25:00Z,1,A026_t0,zr16701_24,SRP556577
SRR31961487,WGS,251,3255758130,PRJNA1209112,SAMN46207507,Metagenome or environmental,928322383,RASHIDILAB,not applicable,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX27316864,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A014_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:30:00Z,1,A014_t1,zr16701_23,SRP556577
SRR31961488,WGS,253,2963967232,PRJNA1209112,SAMN46207506,Metagenome or environmental,845677276,RASHIDILAB,not applicable,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX27316863,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A012_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:28:00Z,1,A012_t1,zr16701_22,SRP556577
SRR31961489,WGS,270,2164120512,PRJNA1209112,SAMN46207505,Metagenome or environmental,607545883,RASHIDILAB,not applicable,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX27316862,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A024_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:24:00Z,1,A024_t0,zr16701_21,SRP556577
SRR31961490,WGS,268,1883242663,PRJNA1209112,SAMN46207504,Metagenome or environmental,534730012,RASHIDILAB,not applicable,public,"fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX27316861,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A025_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:26:00Z,1,A025_t0,zr16701_20,SRP556577
SRR31961491,WGS,271,4118507608,PRJNA1209112,SAMN46207503,Metagenome or environmental,1146154498,RASHIDILAB,not applicable,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX27316860,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A011_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:27:00Z,1,A011_t1,zr16701_19,SRP556577
SRR31961492,WGS,270,2726851211,PRJNA1209112,SAMN46207502,Metagenome or environmental,758314147,RASHIDILAB,not applicable,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX27316859,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A020_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:25:00Z,1,A020_t0,zr16701_18,SRP556577
SRR31961493,WGS,253,3278977299,PRJNA1209112,SAMN46207501,Metagenome or environmental,932631590,RASHIDILAB,not applicable,public,"sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX27316858,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A023_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:26:00Z,1,A023_t0,zr16701_17,SRP556577
SRR31961494,WGS,265,3046160696,PRJNA1209112,SAMN46207500,Metagenome or environmental,860839293,RASHIDILAB,not applicable,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX27316857,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A021_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:25:00Z,1,A021_t0,zr16701_16,SRP556577
SRR31961495,WGS,263,2927157906,PRJNA1209112,SAMN46207499,Metagenome or environmental,829373437,RASHIDILAB,not applicable,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX27316856,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A022_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:25:00Z,1,A022_t0,zr16701_15,SRP556577
SRR31961496,WGS,262,2625640470,PRJNA1209112,SAMN46207481,Metagenome or environmental,841024337,RASHIDILAB,not applicable,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX27316855,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A003_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:27:00Z,1,A003_t0,zr15702_218,SRP556577
SRR31961497,WGS,270,2644640493,PRJNA1209112,SAMN46207498,Metagenome or environmental,740147892,RASHIDILAB,not applicable,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX27316854,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A019_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:24:00Z,1,A019_t0,zr16701_14,SRP556577
SRR31961498,WGS,246,2569713737,PRJNA1209112,SAMN46207497,Metagenome or environmental,739048003,RASHIDILAB,not applicable,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX27316853,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A010_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:24:00Z,1,A010_t1,zr16701_13,SRP556577
SRR31961499,WGS,267,2642851597,PRJNA1209112,SAMN46207496,Metagenome or environmental,745800359,RASHIDILAB,not applicable,public,"fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX27316852,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A016_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:25:00Z,1,A016_t0,zr16701_12,SRP556577
SRR31961500,WGS,261,3875742090,PRJNA1209112,SAMN46207495,Metagenome or environmental,1102228285,RASHIDILAB,not applicable,public,"sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX27316851,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A007_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:32:00Z,1,A007_t1,zr16701_11,SRP556577
SRR31961501,WGS,250,4305324819,PRJNA1209112,SAMN46207494,Metagenome or environmental,1234291614,RASHIDILAB,not applicable,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX27316850,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A014_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:33:00Z,1,A014_t0,zr16701_10,SRP556577
SRR31961502,WGS,255,3206974248,PRJNA1209112,SAMN46207493,Metagenome or environmental,1031177395,RASHIDILAB,not applicable,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX27316849,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A018_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:26:00Z,1,A018_t1,zr15702_230,SRP556577
SRR31961503,WGS,265,4829651334,PRJNA1209112,SAMN46207492,Metagenome or environmental,1477222570,RASHIDILAB,not applicable,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX27316848,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A018_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:28:00Z,1,A018_t0,zr15702_229,SRP556577
SRR31961504,WGS,255,2089672288,PRJNA1209112,SAMN46207491,Metagenome or environmental,673685228,RASHIDILAB,not applicable,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX27316847,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A017_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:27:00Z,1,A017_t1,zr15702_228,SRP556577
SRR31961505,WGS,267,4194039086,PRJNA1209112,SAMN46207490,Metagenome or environmental,1283289028,RASHIDILAB,not applicable,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX27316846,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A017_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:32:00Z,1,A017_t0,zr15702_227,SRP556577
SRR31961506,WGS,260,2373299803,PRJNA1209112,SAMN46207489,Metagenome or environmental,762107911,RASHIDILAB,not applicable,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX27316845,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A015_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:24:00Z,1,A015_t1,zr15702_226,SRP556577
SRR31961507,WGS,252,2420645838,PRJNA1209112,SAMN46207480,Metagenome or environmental,773302773,RASHIDILAB,not applicable,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX27316844,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A002_t1,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:28:00Z,1,A002_t1,zr15702_217,SRP556577
SRR31961508,WGS,251,2263003404,PRJNA1209112,SAMN46207479,Metagenome or environmental,727024031,RASHIDILAB,not applicable,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX27316843,uncalculated,uncalculated,not applicable,Homo sapiens,Illumina NovaSeq 6000,not applicable,not applicable,A002_t0,SINGLE,PCR,GENOMIC,human metagenome,ILLUMINA,2025-01-11T00:00:00Z,2025-01-10T18:24:00Z,1,A002_t0,zr15702_216,SRP556577
