Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,hostid,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,SRA Study
SRR10572421,WGA,464,11978043,PRJNA592853,SAMN13441071,Metagenome or environmental,7714744,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253959,Italy,Europe,Italy:Bologna,Homo sapiens,BP10P25,Illumina MiSeq,human feces,human gut,missing,BP10P25,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP10P25,metagenomic assembly,SRP234378
SRR10572422,WGA,459,8391253,PRJNA592853,SAMN13441070,Metagenome or environmental,5501200,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7253958,Italy,Europe,Italy:Bologna,Homo sapiens,BP10P16,Illumina MiSeq,human feces,human gut,missing,BP10P16,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP10P16,metagenomic assembly,SRP234378
SRR10572423,WGA,455,13374838,PRJNA592853,SAMN13441069,Metagenome or environmental,8884121,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7253957,Italy,Europe,Italy:Bologna,Homo sapiens,BE9PRE,Illumina MiSeq,human feces,human gut,missing,BE9PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE9PRE,metagenomic assembly,SRP234378
SRR10572472,WGA,448,13041743,PRJNA592853,SAMN13441020,Metagenome or environmental,8830436,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7253908,Italy,Europe,Italy:Bologna,Homo sapiens,BE10PRE,Illumina MiSeq,human feces,human gut,missing,BE10PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE10PRE,metagenomic assembly,SRP234378
SRR10572473,WGA,455,7837169,PRJNA592853,SAMN13441046,Metagenome or environmental,5087953,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253907,Italy,Europe,Italy:Bologna,Homo sapiens,BE5P35,Illumina MiSeq,human feces,human gut,missing,BE5P35,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE5P35,metagenomic assembly,SRP234378
SRR10572489,WGA,447,13233914,PRJNA592853,SAMN13441031,Metagenome or environmental,8661587,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7253891,Italy,Europe,Italy:Bologna,Homo sapiens,BE2PRE,Illumina MiSeq,human feces,human gut,missing,BE2PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE2PRE,metagenomic assembly,SRP234378
SRR10572490,WGA,450,9206573,PRJNA592853,SAMN13441030,Metagenome or environmental,5999922,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253890,Italy,Europe,Italy:Bologna,Homo sapiens,BE2P55,Illumina MiSeq,human feces,human gut,missing,BE2P55,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE2P55,metagenomic assembly,SRP234378
SRR10572493,WGA,444,12208111,PRJNA592853,SAMN13441120,Metagenome or environmental,8062972,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX7253887,Italy,Europe,Italy:Bologna,Homo sapiens,BP9PRE,Illumina MiSeq,human feces,human gut,missing,BP9PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP9PRE,metagenomic assembly,SRP234378
SRR10572494,WGA,450,11301985,PRJNA592853,SAMN13441119,Metagenome or environmental,7474600,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253886,Italy,Europe,Italy:Bologna,Homo sapiens,BP9P33,Illumina MiSeq,human feces,human gut,missing,BP9P33,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP9P33,metagenomic assembly,SRP234378
SRR10572417,WGA,463,13637710,PRJNA592853,SAMN13441075,Metagenome or environmental,8894493,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253963,Italy,Europe,Italy:Bologna,Homo sapiens,BP1P35,Illumina MiSeq,human feces,human gut,missing,BP1P35,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP1P35,metagenomic assembly,SRP234378
SRR10572418,WGA,462,9514822,PRJNA592853,SAMN13441074,Metagenome or environmental,6191254,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253962,Italy,Europe,Italy:Bologna,Homo sapiens,BP1P25,Illumina MiSeq,human feces,human gut,missing,BP1P25,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP1P25,metagenomic assembly,SRP234378
SRR10572419,WGA,449,13331755,PRJNA592853,SAMN13441073,Metagenome or environmental,8580149,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX7253961,Italy,Europe,Italy:Bologna,Homo sapiens,BP10PRE,Illumina MiSeq,human feces,human gut,missing,BP10PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP10PRE,metagenomic assembly,SRP234378
SRR10572420,WGA,452,13372880,PRJNA592853,SAMN13441072,Metagenome or environmental,8715492,UNIVERSITY OF BOLOGNA,not available,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7253960,Italy,Europe,Italy:Bologna,Homo sapiens,BP10P32,Illumina MiSeq,human feces,human gut,missing,BP10P32,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP10P32,metagenomic assembly,SRP234378
SRR10572437,WGA,459,13575861,PRJNA592853,SAMN13441115,Metagenome or environmental,8905669,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253943,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P66,Illumina MiSeq,human feces,human gut,missing,BP8P66,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P66,metagenomic assembly,SRP234378
SRR10572438,WGA,458,13462804,PRJNA592853,SAMN13441114,Metagenome or environmental,8796758,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253942,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P60,Illumina MiSeq,human feces,human gut,missing,BP8P60,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P60,metagenomic assembly,SRP234378
SRR10572439,WGA,458,6413159,PRJNA592853,SAMN13441113,Metagenome or environmental,4216178,UNIVERSITY OF BOLOGNA,not available,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253941,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P53,Illumina MiSeq,human feces,human gut,missing,BP8P53,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P53,metagenomic assembly,SRP234378
SRR10572440,WGA,459,13528878,PRJNA592853,SAMN13441112,Metagenome or environmental,9026361,UNIVERSITY OF BOLOGNA,not available,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7253940,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P46,Illumina MiSeq,human feces,human gut,missing,BP8P46,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P46,metagenomic assembly,SRP234378
SRR10572441,WGA,458,6329548,PRJNA592853,SAMN13441111,Metagenome or environmental,4206225,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253939,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P39,Illumina MiSeq,human feces,human gut,missing,BP8P39,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P39,metagenomic assembly,SRP234378
SRR10572442,WGA,455,5242294,PRJNA592853,SAMN13441110,Metagenome or environmental,3546792,UNIVERSITY OF BOLOGNA,not available,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253938,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P32,Illumina MiSeq,human feces,human gut,missing,BP8P32,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P32,metagenomic assembly,SRP234378
SRR10572443,WGA,461,13323619,PRJNA592853,SAMN13441109,Metagenome or environmental,8544890,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253937,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P25,Illumina MiSeq,human feces,human gut,missing,BP8P25,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P25,metagenomic assembly,SRP234378
SRR10572444,WGA,452,13359299,PRJNA592853,SAMN13441108,Metagenome or environmental,8749696,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253936,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P19,Illumina MiSeq,human feces,human gut,missing,BP8P19,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P19,metagenomic assembly,SRP234378
SRR10572445,WGA,459,13650739,PRJNA592853,SAMN13441107,Metagenome or environmental,8716010,UNIVERSITY OF BOLOGNA,not available,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253935,Italy,Europe,Italy:Bologna,Homo sapiens,BP8P120,Illumina MiSeq,human feces,human gut,missing,BP8P120,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP8P120,metagenomic assembly,SRP234378
SRR10572446,WGA,455,10313554,PRJNA592853,SAMN13441026,Metagenome or environmental,6731229,UNIVERSITY OF BOLOGNA,not available,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7253934,Italy,Europe,Italy:Bologna,Homo sapiens,BE1PRE,Illumina MiSeq,human feces,human gut,missing,BE1PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-05T00:00:00Z,2019-12-02T17:03:00Z,1,BE1PRE,metagenomic assembly,SRP234378
SRR10572447,WGA,448,13337092,PRJNA592853,SAMN13441106,Metagenome or environmental,8524247,UNIVERSITY OF BOLOGNA,not available,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253933,Italy,Europe,Italy:Bologna,Homo sapiens,BP7PRE,Illumina MiSeq,human feces,human gut,missing,BP7PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP7PRE,metagenomic assembly,SRP234378
SRR10572448,WGA,449,13352001,PRJNA592853,SAMN13441105,Metagenome or environmental,8605967,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253932,Italy,Europe,Italy:Bologna,Homo sapiens,BP7P8,Illumina MiSeq,human feces,human gut,missing,BP7P8,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP7P8,metagenomic assembly,SRP234378
SRR10572449,WGA,449,5458829,PRJNA592853,SAMN13441104,Metagenome or environmental,3322905,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7253931,Italy,Europe,Italy:Bologna,Homo sapiens,BP7P35,Illumina MiSeq,human feces,human gut,missing,BP7P35,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-05T00:00:00Z,2019-12-02T17:03:00Z,1,BP7P35,metagenomic assembly,SRP234378
SRR10572450,WGA,461,13397054,PRJNA592853,SAMN13441103,Metagenome or environmental,8681734,UNIVERSITY OF BOLOGNA,not available,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX7253930,Italy,Europe,Italy:Bologna,Homo sapiens,BP7P33,Illumina MiSeq,human feces,human gut,missing,BP7P33,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP7P33,metagenomic assembly,SRP234378
SRR10572451,WGA,460,13462045,PRJNA592853,SAMN13441102,Metagenome or environmental,8402985,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253929,Italy,Europe,Italy:Bologna,Homo sapiens,BP7P13,Illumina MiSeq,human feces,human gut,missing,BP7P13,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-05T00:00:00Z,2019-12-02T17:03:00Z,1,BP7P13,metagenomic assembly,SRP234378
SRR10572452,WGA,457,13550836,PRJNA592853,SAMN13441101,Metagenome or environmental,8471008,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253928,Italy,Europe,Italy:Bologna,Homo sapiens,BP6PRE,Illumina MiSeq,human feces,human gut,missing,BP6PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP6PRE,metagenomic assembly,SRP234378
SRR10572453,WGA,462,5824023,PRJNA592853,SAMN13441100,Metagenome or environmental,3723629,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253927,Italy,Europe,Italy:Bologna,Homo sapiens,BP6P36,Illumina MiSeq,human feces,human gut,missing,BP6P36,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP6P36,metagenomic assembly,SRP234378
SRR10572454,WGA,464,13712473,PRJNA592853,SAMN13441099,Metagenome or environmental,8924361,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253926,Italy,Europe,Italy:Bologna,Homo sapiens,BP6P33,Illumina MiSeq,human feces,human gut,missing,BP6P33,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP6P33,metagenomic assembly,SRP234378
SRR10572455,WGA,464,8542193,PRJNA592853,SAMN13441098,Metagenome or environmental,5457607,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253925,Italy,Europe,Italy:Bologna,Homo sapiens,BP6P23,Illumina MiSeq,human feces,human gut,missing,BP6P23,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-05T00:00:00Z,2019-12-02T17:03:00Z,1,BP6P23,metagenomic assembly,SRP234378
SRR10572456,WGA,463,6647492,PRJNA592853,SAMN13441097,Metagenome or environmental,4239203,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253924,Italy,Europe,Italy:Bologna,Homo sapiens,BP6P22,Illumina MiSeq,human feces,human gut,missing,BP6P22,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP6P22,metagenomic assembly,SRP234378
SRR10572457,WGA,461,4873554,PRJNA592853,SAMN13441025,Metagenome or environmental,3186978,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7253923,Italy,Europe,Italy:Bologna,Homo sapiens,BE1P85,Illumina MiSeq,human feces,human gut,missing,BE1P85,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE1P85,metagenomic assembly,SRP234378
SRR10572458,WGA,446,6059851,PRJNA592853,SAMN13441096,Metagenome or environmental,4054939,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253922,Italy,Europe,Italy:Bologna,Homo sapiens,BP5PRE,Illumina MiSeq,human feces,human gut,missing,BP5PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BP5PRE,metagenomic assembly,SRP234378
SRR10572459,WGA,456,13556015,PRJNA592853,SAMN13441095,Metagenome or environmental,8521339,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253921,Italy,Europe,Italy:Bologna,Homo sapiens,BP5P83,Illumina MiSeq,human feces,human gut,missing,BP5P83,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-05T00:00:00Z,2019-12-02T17:03:00Z,1,BP5P83,metagenomic assembly,SRP234378
SRR10572460,WGA,457,13564680,PRJNA592853,SAMN13441057,Metagenome or environmental,8455649,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253920,Italy,Europe,Italy:Bologna,Homo sapiens,BE7P25,Illumina MiSeq,human feces,human gut,missing,BE7P25,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE7P25,metagenomic assembly,SRP234378
SRR10572461,WGA,457,13628347,PRJNA592853,SAMN13441021,Metagenome or environmental,8454925,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253919,Italy,Europe,Italy:Bologna,Homo sapiens,BE1P30,Illumina MiSeq,human feces,human gut,missing,BE1P30,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE1P30,metagenomic assembly,SRP234378
SRR10572462,WGA,448,3891262,PRJNA592853,SAMN13441056,Metagenome or environmental,2417476,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253918,Italy,Europe,Italy:Bologna,Homo sapiens,BE6PRE,Illumina MiSeq,human feces,human gut,missing,BE6PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE6PRE,metagenomic assembly,SRP234378
SRR10572463,WGA,456,13505983,PRJNA592853,SAMN13441055,Metagenome or environmental,8834845,UNIVERSITY OF BOLOGNA,not available,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX7253917,Italy,Europe,Italy:Bologna,Homo sapiens,BE6P72,Illumina MiSeq,human feces,human gut,missing,BE6P72,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE6P72,metagenomic assembly,SRP234378
SRR10572464,WGA,455,12726751,PRJNA592853,SAMN13441054,Metagenome or environmental,8306200,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253916,Italy,Europe,Italy:Bologna,Homo sapiens,BE6P56,Illumina MiSeq,human feces,human gut,missing,BE6P56,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE6P56,metagenomic assembly,SRP234378
SRR10572465,WGA,449,4746036,PRJNA592853,SAMN13441053,Metagenome or environmental,3154991,UNIVERSITY OF BOLOGNA,not available,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253915,Italy,Europe,Italy:Bologna,Homo sapiens,BE6P49,Illumina MiSeq,human feces,human gut,missing,BE6P49,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE6P49,metagenomic assembly,SRP234378
SRR10572466,WGA,453,7829922,PRJNA592853,SAMN13441052,Metagenome or environmental,5146584,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253914,Italy,Europe,Italy:Bologna,Homo sapiens,BE6P43,Illumina MiSeq,human feces,human gut,missing,BE6P43,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-05T00:00:00Z,2019-12-02T17:03:00Z,1,BE6P43,metagenomic assembly,SRP234378
SRR10572467,WGA,451,6789606,PRJNA592853,SAMN13441051,Metagenome or environmental,4481827,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253913,Italy,Europe,Italy:Bologna,Homo sapiens,BE6P35,Illumina MiSeq,human feces,human gut,missing,BE6P35,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE6P35,metagenomic assembly,SRP234378
SRR10572468,WGA,456,5310322,PRJNA592853,SAMN13441050,Metagenome or environmental,3276473,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253912,Italy,Europe,Italy:Bologna,Homo sapiens,BE6P26,Illumina MiSeq,human feces,human gut,missing,BE6P26,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE6P26,metagenomic assembly,SRP234378
SRR10572469,WGA,448,3165900,PRJNA592853,SAMN13441049,Metagenome or environmental,2112033,UNIVERSITY OF BOLOGNA,not available,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253911,Italy,Europe,Italy:Bologna,Homo sapiens,BE5PRE,Illumina MiSeq,human feces,human gut,missing,BE5PRE,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE5PRE,metagenomic assembly,SRP234378
SRR10572470,WGA,452,11486355,PRJNA592853,SAMN13441048,Metagenome or environmental,7380359,UNIVERSITY OF BOLOGNA,not available,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX7253910,Italy,Europe,Italy:Bologna,Homo sapiens,BE5P41,Illumina MiSeq,human feces,human gut,missing,BE5P41,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-05T00:00:00Z,2019-12-02T17:03:00Z,1,BE5P41,metagenomic assembly,SRP234378
SRR10572471,WGA,452,6738694,PRJNA592853,SAMN13441047,Metagenome or environmental,4376849,UNIVERSITY OF BOLOGNA,not available,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX7253909,Italy,Europe,Italy:Bologna,Homo sapiens,BE5P40,Illumina MiSeq,human feces,human gut,missing,BE5P40,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE5P40,metagenomic assembly,SRP234378
SRR10572499,WGA,446,13135137,PRJNA592853,SAMN13441017,Metagenome or environmental,8558662,UNIVERSITY OF BOLOGNA,not available,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX7253881,Italy,Europe,Italy:Bologna,Homo sapiens,BE10P27,Illumina MiSeq,human feces,human gut,missing,BE10P27,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:03:00Z,1,BE10P27,metagenomic assembly,SRP234378
SRR10572402,WGA,460,9918409,PRJNA592853,SAMN13441088,Metagenome or environmental,6175269,UNIVERSITY OF BOLOGNA,not available,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX7253978,Italy,Europe,Italy:Bologna,Homo sapiens,BP5P34,Illumina MiSeq,human feces,human gut,missing,BP5P34,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:02:00Z,1,BP5P34,metagenomic assembly,SRP234378
SRR10572403,WGA,456,13579642,PRJNA592853,SAMN13441087,Metagenome or environmental,8623954,UNIVERSITY OF BOLOGNA,not available,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX7253977,Italy,Europe,Italy:Bologna,Homo sapiens,BP5P21,Illumina MiSeq,human feces,human gut,missing,BP5P21,SINGLE,PCR,GENOMIC,human gut metagenome,ILLUMINA,2019-12-03T00:00:00Z,2019-12-02T17:02:00Z,1,BP5P21,metagenomic assembly,SRP234378
