Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,ENA-STATUS-ID (run),environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,sample_name,Sequencing_method,SRA Study,Submitter_Id,create_date,version
ERR2215252,AMPLICON,500,14896000,PRJEB23820,SAMEA104420461,7212830,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269837,SAMEA104420461,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420461,r2p21,Illumina,ERP105598,r2p21,2017-12-13T02:53:00Z,2
ERR2215253,AMPLICON,500,31186500,PRJEB23820,SAMEA104420462,14019243,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269838,SAMEA104420462,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420462,r2p34,Illumina,ERP105598,r2p34,2017-12-13T02:54:00Z,2
ERR2215254,AMPLICON,500,130431500,PRJEB23820,SAMEA104420463,61544965,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269839,SAMEA104420463,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420463,r2pre,Illumina,ERP105598,r2pre,2017-12-13T02:54:00Z,2
ERR2215255,AMPLICON,500,111636500,PRJEB23820,SAMEA104420464,53912071,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269840,SAMEA104420464,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420464,r5p17,Illumina,ERP105598,r5p17,2017-12-13T02:54:00Z,2
ERR2215256,AMPLICON,500,52127500,PRJEB23820,SAMEA104420465,23343435,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269841,SAMEA104420465,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420465,r5p36,Illumina,ERP105598,r5p36,2017-12-13T02:55:00Z,2
ERR2215257,AMPLICON,500,34410000,PRJEB23820,SAMEA104420466,16521124,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269842,SAMEA104420466,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420466,r5pre,Illumina,ERP105598,r5pre,2017-12-13T02:56:00Z,2
ERR2215258,AMPLICON,500,99568500,PRJEB23820,SAMEA104420467,44254365,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269843,SAMEA104420467,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420467,r6p16,Illumina,ERP105598,r6p16,2017-12-13T02:56:00Z,2
ERR2215259,AMPLICON,500,41970000,PRJEB23820,SAMEA104420468,18917332,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269844,SAMEA104420468,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420468,r6p29,Illumina,ERP105598,r6p29,2017-12-13T02:57:00Z,2
ERR2215260,AMPLICON,500,38219000,PRJEB23820,SAMEA104420469,17267082,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269845,SAMEA104420469,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420469,r6pre,Illumina,ERP105598,r6pre,2017-12-13T02:58:00Z,2
ERR2215261,AMPLICON,500,15940000,PRJEB23820,SAMEA104420470,7714486,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269846,SAMEA104420470,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420470,r7p18,Illumina,ERP105598,r7p18,2017-12-13T02:58:00Z,2
ERR2215262,AMPLICON,500,57761000,PRJEB23820,SAMEA104420471,27684066,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269847,SAMEA104420471,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420471,r7p32,Illumina,ERP105598,r7p32,2017-12-13T02:58:00Z,2
ERR2215263,AMPLICON,500,10493500,PRJEB23820,SAMEA104420472,5122558,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269848,SAMEA104420472,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420472,r7pre,Illumina,ERP105598,r7pre,2017-12-13T02:59:00Z,2
ERR2215264,AMPLICON,500,56013000,PRJEB23820,SAMEA104420473,26850045,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269849,SAMEA104420473,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420473,r8p19,Illumina,ERP105598,r8p19,2017-12-13T02:59:00Z,2
ERR2215265,AMPLICON,500,40007500,PRJEB23820,SAMEA104420474,19306439,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269850,SAMEA104420474,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420474,r8p37,Illumina,ERP105598,r8p37,2017-12-13T03:00:00Z,2
ERR2215266,AMPLICON,500,12249500,PRJEB23820,SAMEA104420475,6049394,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269851,SAMEA104420475,Italy,Europe,Italy,41.857765,12.474656,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420475,r8pre,Illumina,ERP105598,r8pre,2017-12-13T03:00:00Z,2
ERR2215267,AMPLICON,500,132628500,PRJEB23820,SAMEA104420476,63731583,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269852,SAMEA104420476,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420476,v1p17,Illumina,ERP105598,v1p17,2017-12-13T03:01:00Z,2
ERR2215268,AMPLICON,500,8890500,PRJEB23820,SAMEA104420477,4374464,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269853,SAMEA104420477,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420477,v1p31,Illumina,ERP105598,v1p31,2017-12-13T03:01:00Z,2
ERR2215269,AMPLICON,500,94566500,PRJEB23820,SAMEA104420478,45420260,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269854,SAMEA104420478,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420478,v1pre,Illumina,ERP105598,v1pre,2017-12-13T03:01:00Z,2
ERR2215270,AMPLICON,500,119980500,PRJEB23820,SAMEA104420479,56753756,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269855,SAMEA104420479,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420479,v2p21,Illumina,ERP105598,v2p21,2017-12-13T03:02:00Z,2
ERR2215271,AMPLICON,500,105279500,PRJEB23820,SAMEA104420480,46643973,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269856,SAMEA104420480,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420480,v2p80,Illumina,ERP105598,v2p80,2017-12-13T03:03:00Z,2
ERR2215272,AMPLICON,500,39524500,PRJEB23820,SAMEA104420481,19115428,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269857,SAMEA104420481,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420481,v2pre,Illumina,ERP105598,v2pre,2017-12-13T03:03:00Z,2
ERR2215273,AMPLICON,500,44836500,PRJEB23820,SAMEA104420482,19852100,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269858,SAMEA104420482,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420482,v3p20,Illumina,ERP105598,v3p20,2017-12-13T03:04:00Z,2
ERR2215274,AMPLICON,500,32585000,PRJEB23820,SAMEA104420483,14845218,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269859,SAMEA104420483,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420483,v3p33,Illumina,ERP105598,v3p33,2017-12-13T03:04:00Z,2
ERR2215275,AMPLICON,500,82026000,PRJEB23820,SAMEA104420484,36199376,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269860,SAMEA104420484,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420484,v3pre,Illumina,ERP105598,v3pre,2017-12-13T03:05:00Z,2
ERR2215276,AMPLICON,500,130681500,PRJEB23820,SAMEA104420485,61753064,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269861,SAMEA104420485,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420485,v5p12,Illumina,ERP105598,v5p12,2017-12-13T03:05:00Z,2
ERR2215277,AMPLICON,500,52542000,PRJEB23820,SAMEA104420486,25329448,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2016,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269862,SAMEA104420486,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420486,v5p38,Illumina,ERP105598,v5p38,2017-12-13T03:06:00Z,2
ERR2215278,AMPLICON,500,27620000,PRJEB23820,SAMEA104420487,12298994,"MICROBIAL ECOLOGY OF HEALTH UNIT, UNIVERSITY OF BO",2015,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2017-12-07,2017-12-07,2018-11-16,2017-12-07,4,organic feature,anthropogenic environmental material,human-gut,ERX2269863,SAMEA104420487,Italy,Europe,Italy,45.452387,10.98452,human-gut,"Microbial Ecology of Health UNIT\, University of Bologna","Microbial Ecology of Health UNIT\, University of Bologna",2017-12-07T17:07:47Z,2017-12-07T11:39:16Z,public,Illumina HiSeq 3000,metagenome,unspecified,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,Early signature of aGvHD development in the gut microbiota composition of pediatric patients given allogeneic hematopoietic cell transplantation for hematological disorders,2017-12-08T00:00:00Z,SAMEA104420487,v5pre,Illumina,ERP105598,v5pre,2017-12-13T03:07:00Z,2
